Date,Date,ADA-USD_pred,ADA-USD_close,SOL-USD_pred,SOL-USD_close,XRP-USD_pred,XRP-USD_close,ETH-USD_pred,ETH-USD_close,BTC-USD_pred,BTC-USD_close,pred_date
2025-02-14 13:06:00,2025-02-14 13:06:00,0.7997920552195841,0.800144,196.6690238302885,196.93,2.6834375559335744,2.69846,2691.1414343086512,2689.21,96663.32398125634,96640.0,2025-02-28 13:06:00
2025-02-14 13:07:00,2025-02-14 13:07:00,0.7999556457645757,0.800274,196.6321377987533,197.04,2.6818965877121164,2.69649,2691.1855701698737,2689.78,96666.72512270298,96634.1,2025-02-28 13:07:00
2025-02-14 13:08:00,2025-02-14 13:08:00,0.799963042208992,0.800656,196.81428768276496,196.8,2.6807021902173944,2.69865,2692.2420097445306,2688.54,96665.48034750318,96592.0,2025-02-28 13:08:00
2025-02-14 13:09:00,2025-02-14 13:09:00,0.8008460752612444,0.8008,196.3769905096083,196.92,2.684872538021574,2.69779,2691.954781095758,2688.4,96663.40818652061,96594.7,2025-02-28 13:09:00
2025-02-14 13:10:00,2025-02-14 13:10:00,0.8010203474588234,0.80198,196.62119081484767,196.92,2.685799322446227,2.70311,2692.0119670462186,2689.87,96661.26217452034,96592.0,2025-02-28 13:10:00
2025-02-14 13:11:00,2025-02-14 13:11:00,0.801537607060706,0.802235,196.5531104531302,197.16,2.687312286961279,2.7052,2692.4508042711795,2691.23,96664.8131444983,96592.0,2025-02-28 13:11:00
2025-02-14 13:12:00,2025-02-14 13:12:00,0.8018638256841474,0.802384,196.85360858937304,197.19,2.7017616148079577,2.69801,2693.2915151345037,2691.65,96660.58068225773,96607.8,2025-02-28 13:12:00
2025-02-14 13:13:00,2025-02-14 13:13:00,0.8027932108291715,0.801714,196.95556132338524,197.17,2.691457329114449,2.69758,2693.6051106422037,2691.01,96670.92680043698,96596.0,2025-02-28 13:13:00
2025-02-14 13:14:00,2025-02-14 13:14:00,0.8022716139634614,0.801714,196.93778478341332,197.17,2.6985340935961717,2.70115,2693.767075884362,2691.01,96668.31554292426,96596.1,2025-02-28 13:14:00
2025-02-14 13:15:00,2025-02-14 13:15:00,0.8021614916814553,0.801816,196.93880027771544,197.27,2.6917220164956737,2.70277,2693.982029694271,2691.87,96673.68301740158,96596.1,2025-02-28 13:15:00
2025-02-14 13:16:00,2025-02-14 13:16:00,0.8023468195045308,0.800736,196.94402283371372,197.02,2.6917531663359466,2.70101,2694.273321153178,2691.01,96667.41313356995,96596.1,2025-02-28 13:16:00
2025-02-14 13:17:00,2025-02-14 13:17:00,0.8016884718418466,0.800653,196.8068189392169,197.08,2.689791847792995,2.70294,2694.3867771718824,2690.0,96665.08179844265,96596.0,2025-02-28 13:17:00
2025-02-14 13:18:00,2025-02-14 13:18:00,0.8012361676356489,0.800653,196.85996210517263,197.13,2.6810099434508676,2.70565,2694.009196101614,2690.0,96663.57139011515,96596.1,2025-02-28 13:18:00
2025-02-14 13:19:00,2025-02-14 13:19:00,0.8013189405801786,0.801944,196.87953375006705,197.1,2.681339695659998,2.70227,2694.536762004249,2689.18,96664.09001663771,96596.1,2025-02-28 13:19:00
2025-02-14 13:20:00,2025-02-14 13:20:00,0.8016863327989981,0.801234,196.80295720579258,197.11,2.678692239585352,2.7005,2694.2783264642803,2688.76,96666.6710262363,96596.0,2025-02-28 13:20:00
2025-02-14 13:21:00,2025-02-14 13:21:00,0.8013652219879609,0.801267,196.9355094624323,197.04,2.6685316744625798,2.70228,2694.6550759450442,2688.76,96666.67599468475,96596.0,2025-02-28 13:21:00
2025-02-14 13:22:00,2025-02-14 13:22:00,0.8014028888681372,0.80154,196.73499599980892,196.98,2.6728013519189653,2.70228,2693.564531834843,2688.77,96664.45994743519,96596.0,2025-02-28 13:22:00
2025-02-14 13:23:00,2025-02-14 13:23:00,0.8016132165747091,0.802605,196.81998278301816,196.87,2.6696557008739124,2.70094,2693.332690399067,2690.0,96661.17769102297,96596.1,2025-02-28 13:23:00
2025-02-14 13:24:00,2025-02-14 13:24:00,0.8020254658165822,0.802023,196.59845634754473,196.74,2.6633217306910573,2.7,2693.264486257375,2690.01,96662.89562150514,96596.1,2025-02-28 13:24:00
2025-02-14 13:25:00,2025-02-14 13:25:00,0.8021570019517494,0.801266,196.56282800623683,196.5,2.663454801610633,2.69399,2693.1248778085724,2686.73,96664.90398760968,96533.8,2025-02-28 13:25:00
2025-02-14 13:26:00,2025-02-14 13:26:00,0.801602345880871,0.800588,196.2477607265804,196.66,2.650904002615411,2.69187,2692.4509639836865,2686.72,96642.74270028851,96487.0,2025-02-28 13:26:00
2025-02-14 13:27:00,2025-02-14 13:27:00,0.8012808943846231,0.800011,196.48070144619678,196.51,2.6588471160393743,2.68967,2691.623634958111,2686.57,96626.52850664033,96487.1,2025-02-28 13:27:00
2025-02-14 13:28:00,2025-02-14 13:28:00,0.8009832197571711,0.800011,196.47843156345624,196.61,2.6591371306368825,2.69024,2691.285488088902,2685.76,96621.74985292522,96487.1,2025-02-28 13:28:00
2025-02-14 13:29:00,2025-02-14 13:29:00,0.8009434693136439,0.800001,196.50045653459668,196.57,2.6623552901235956,2.68698,2690.510126259735,2685.17,96613.41826172655,96487.1,2025-02-28 13:29:00
2025-02-14 13:30:00,2025-02-14 13:30:00,0.8001794615643905,0.801504,196.45292291371774,196.83,2.6736266669369995,2.69412,2689.8986708698035,2691.39,96605.86683617663,96620.1,2025-02-28 13:30:00
2025-02-14 13:31:00,2025-02-14 13:31:00,0.8008357429240118,0.805452,196.61411954841338,197.58,2.6875652380411457,2.71402,2690.860084953312,2696.84,96632.96419753348,96701.7,2025-02-28 13:31:00
2025-02-14 13:32:00,2025-02-14 13:32:00,0.8030762396911993,0.806794,197.53024590737772,197.8,2.712280474978116,2.72174,2692.2203056035187,2700.54,96655.24311784006,96829.9,2025-02-28 13:32:00
2025-02-14 13:33:00,2025-02-14 13:33:00,0.8039242791531371,0.808622,197.65736394150215,197.91,2.7026304221914375,2.71354,2694.2910867048945,2701.45,96718.86937668,96936.1,2025-02-28 13:33:00
2025-02-14 13:34:00,2025-02-14 13:34:00,0.8048932007346639,0.806857,197.85511328486268,198.0,2.6925321232032298,2.71986,2696.010235089008,2704.75,96789.03861508884,96964.3,2025-02-28 13:34:00
2025-02-14 13:35:00,2025-02-14 13:35:00,0.8053896941551488,0.806857,197.69314563390884,197.66,2.692090039877792,2.70969,2699.140991745724,2699.11,96834.93185291722,96832.5,2025-02-28 13:35:00
2025-02-14 13:36:00,2025-02-14 13:36:00,0.8069322496998151,0.806857,197.27907809927507,197.68,2.684224053458345,2.71379,2698.82574784721,2700.8,96795.54222467224,96923.3,2025-02-28 13:36:00
2025-02-14 13:37:00,2025-02-14 13:37:00,0.8062519810602666,0.804104,197.2857017305381,197.5,2.689651534535556,2.7121,2698.777896698438,2698.9,96828.62304129203,96859.3,2025-02-28 13:37:00
2025-02-14 13:38:00,2025-02-14 13:38:00,0.8050479418888434,0.804104,197.06519331426418,197.55,2.683614268977443,2.71165,2696.9270169208776,2698.72,96807.5685329993,96850.1,2025-02-28 13:38:00
2025-02-14 13:39:00,2025-02-14 13:39:00,0.8038905163857487,0.80595,197.24307126613942,197.53,2.688923270439105,2.71972,2696.5768487278706,2700.0,96786.41910995169,96854.9,2025-02-28 13:39:00
2025-02-14 13:40:00,2025-02-14 13:40:00,0.8041883147119322,0.806081,197.34551203368088,197.5,2.6963711541178403,2.71386,2697.148864001464,2700.33,96797.84296409402,96831.0,2025-02-28 13:40:00
2025-02-14 13:41:00,2025-02-14 13:41:00,0.8043711652727039,0.804826,197.30168996338813,197.39,2.685263269637251,2.7114,2696.352987988051,2699.45,96795.67904580555,96829.6,2025-02-28 13:41:00
2025-02-14 13:42:00,2025-02-14 13:42:00,0.803012525803381,0.804826,197.2695302484055,197.39,2.6949594098106844,2.71161,2696.8331291348727,2699.45,96817.86391586726,96861.7,2025-02-28 13:42:00
2025-02-14 13:43:00,2025-02-14 13:43:00,0.8028906694021719,0.805372,197.150287211389,197.39,2.6900800221537855,2.7108,2696.5069281696674,2698.01,96832.73506834228,96861.7,2025-02-28 13:43:00
2025-02-14 13:44:00,2025-02-14 13:44:00,0.8029551575372,0.804826,197.15973877626828,197.34,2.6911732809094238,2.70849,2695.5737146812794,2696.56,96865.92817438116,96685.8,2025-02-28 13:44:00
2025-02-14 13:45:00,2025-02-14 13:45:00,0.8028865306316576,0.804853,197.14932580815758,197.47,2.6992677873493967,2.71583,2695.188566984517,2695.76,96807.44236421947,96729.5,2025-02-28 13:45:00
2025-02-14 13:46:00,2025-02-14 13:46:00,0.8027318800939907,0.805522,197.1648279497071,197.85,2.69843198921204,2.71724,2695.0188591363426,2695.77,96806.15383686265,96822.1,2025-02-28 13:46:00
2025-02-14 13:47:00,2025-02-14 13:47:00,0.8029353221784827,0.805899,197.3920738604046,197.92,2.7002725757663764,2.71739,2694.8178155956866,2700.09,96881.81060733704,96832.5,2025-02-28 13:47:00
2025-02-14 13:48:00,2025-02-14 13:48:00,0.8027015759595729,0.806544,197.53673707864,197.98,2.696865449367859,2.71676,2695.4627765992614,2700.63,96831.58833553566,96847.9,2025-02-28 13:48:00
2025-02-14 13:49:00,2025-02-14 13:49:00,0.803727372964411,0.807226,197.49074592727885,198.2,2.6896401576554316,2.72034,2695.8667472036896,2702.55,96832.45333247316,96854.5,2025-02-28 13:49:00
2025-02-14 13:50:00,2025-02-14 13:50:00,0.804785156468059,0.806959,197.79347544157727,198.01,2.6875677444052166,2.71974,2696.8953470151864,2702.68,96820.45719753351,96854.4,2025-02-28 13:50:00
2025-02-14 13:51:00,2025-02-14 13:51:00,0.8045663055695723,0.807522,197.71304019861088,198.23,2.704598665583496,2.72084,2697.60830906924,2702.68,96811.01934899349,96875.0,2025-02-28 13:51:00
2025-02-14 13:52:00,2025-02-14 13:52:00,0.8058261881429134,0.807521,198.07017503621842,198.16,2.701068032464438,2.71594,2698.6436435480214,2703.65,96802.49295486817,96874.9,2025-02-28 13:52:00
2025-02-14 13:53:00,2025-02-14 13:53:00,0.8063462479183231,0.806326,198.29944678861395,197.92,2.701862573836424,2.71999,2701.130637661141,2703.25,96834.3972826436,96874.9,2025-02-28 13:53:00
2025-02-14 13:54:00,2025-02-14 13:54:00,0.8059829877919302,0.806326,198.4026751784694,197.94,2.7060151782123554,2.72918,2702.6651417503217,2703.25,96861.6834375887,96875.0,2025-02-28 13:54:00
2025-02-14 13:55:00,2025-02-14 13:55:00,0.8061340247649927,0.806326,198.62259529365485,198.02,2.7413796397971693,2.72512,2705.037859346379,2703.39,96962.73229357594,96874.9,2025-02-28 13:55:00
2025-02-14 13:56:00,2025-02-14 13:56:00,0.8069329075428199,0.808857,198.50958098424076,198.16,2.713086445945341,2.72901,2704.368006359868,2703.7,96965.22243025246,96875.0,2025-02-28 13:56:00
2025-02-14 13:57:00,2025-02-14 13:57:00,0.8074636918133178,0.808152,198.42019893736946,198.12,2.7199560304432664,2.72456,2704.4989020970565,2703.36,96913.01664700989,96874.9,2025-02-28 13:57:00
2025-02-14 13:58:00,2025-02-14 13:58:00,0.8064174519492646,0.806716,198.15636201968397,198.0,2.700186300293386,2.72206,2702.712736570379,2703.36,96911.42949602769,96809.0,2025-02-28 13:58:00
2025-02-14 13:59:00,2025-02-14 13:59:00,0.8057811831745332,0.806716,197.94024109815706,197.96,2.6969571161593584,2.72194,2703.214660482116,2703.36,96913.45524176488,96810.2,2025-02-28 13:59:00
2025-02-14 14:00:00,2025-02-14 14:00:00,0.8059326580246667,0.806737,197.69322373578248,197.64,2.6850733634379558,2.72227,2701.8678442216547,2699.91,96916.60619202159,96828.6,2025-02-28 14:00:00
2025-02-14 14:01:00,2025-02-14 14:01:00,0.8059236212364408,0.807838,197.41383740755523,197.86,2.6774455654702276,2.72359,2700.907561065367,2701.55,96905.02161354049,96828.6,2025-02-28 14:01:00
2025-02-14 14:02:00,2025-02-14 14:02:00,0.8064869305678336,0.8086,197.43256908707085,198.1,2.6892359525357654,2.72653,2700.5640688798035,2703.17,96892.76299298523,96828.5,2025-02-28 14:02:00
2025-02-14 14:03:00,2025-02-14 14:03:00,0.8068114987789639,0.809454,197.49856279105254,198.2,2.6818741813923936,2.73191,2700.5858289694866,2703.16,96878.483326845,96843.3,2025-02-28 14:03:00
2025-02-14 14:04:00,2025-02-14 14:04:00,0.8064723162407913,0.81,197.49938738854635,198.42,2.686722086145343,2.73352,2700.066807685982,2706.8,96879.33922158496,96860.0,2025-02-28 14:04:00
2025-02-14 14:05:00,2025-02-14 14:05:00,0.8070245169329456,0.81,197.6024673192917,198.5,2.6954479878669426,2.73393,2700.6677347436453,2708.25,96887.42796496049,96859.9,2025-02-28 14:05:00
2025-02-14 14:06:00,2025-02-14 14:06:00,0.8070880006322193,0.810611,197.71733538893656,198.5,2.707198273107341,2.74033,2701.572219821583,2708.35,96890.64955413298,96859.9,2025-02-28 14:06:00
2025-02-14 14:07:00,2025-02-14 14:07:00,0.8072634029163406,0.811866,197.70475168886304,198.53,2.7163112499325983,2.74057,2701.796648058389,2709.82,96870.20857469656,96859.9,2025-02-28 14:07:00
2025-02-14 14:08:00,2025-02-14 14:08:00,0.8084215583857869,0.810066,197.8272991367639,198.32,2.707212285743181,2.73649,2702.946914540981,2706.18,96863.69931847151,96860.0,2025-02-28 14:08:00
2025-02-14 14:09:00,2025-02-14 14:09:00,0.8074681497964223,0.809364,197.67729345418277,198.25,2.702568050626645,2.736,2701.599082824456,2704.82,96842.22685684286,96800.1,2025-02-28 14:09:00
2025-02-14 14:10:00,2025-02-14 14:10:00,0.8073079523364024,0.80856,197.56444416137887,198.23,2.7099587096526574,2.73358,2701.172679267467,2704.82,96821.58116987781,96800.1,2025-02-28 14:10:00
2025-02-14 14:11:00,2025-02-14 14:11:00,0.8065537520266913,0.807431,197.537753107055,198.03,2.708654283733667,2.72865,2700.4893989695083,2703.83,96835.80661782438,96800.2,2025-02-28 14:11:00
2025-02-14 14:12:00,2025-02-14 14:12:00,0.8060738650581685,0.807195,197.48863620557665,198.02,2.710979240719683,2.73017,2700.2171906905014,2702.57,96832.89312462423,96800.1,2025-02-28 14:12:00
2025-02-14 14:13:00,2025-02-14 14:13:00,0.8063651813242466,0.806402,197.70583229638402,197.82,2.7123295671263867,2.73,2699.804418029113,2702.56,96825.66427062122,96800.1,2025-02-28 14:13:00
2025-02-14 14:14:00,2025-02-14 14:14:00,0.8054926053353563,0.806402,197.70697646334085,197.56,2.706134391047222,2.7303,2700.390979834054,2701.83,96828.81734737384,96800.2,2025-02-28 14:14:00
2025-02-14 14:15:00,2025-02-14 14:15:00,0.8053864093579369,0.80803,197.5766851551894,197.68,2.7054603995570927,2.72787,2700.3318438135993,2701.87,96825.86959672168,96800.1,2025-02-28 14:15:00
2025-02-14 14:16:00,2025-02-14 14:16:00,0.8059674740805894,0.808249,197.48312865178713,197.96,2.695265349164997,2.73189,2700.136371602213,2702.82,96818.50961542728,96800.2,2025-02-28 14:16:00
2025-02-14 14:17:00,2025-02-14 14:17:00,0.8064635285966052,0.808078,197.54910735205172,197.96,2.700134912641502,2.73216,2700.4351255540732,2702.83,96808.73769835065,96800.1,2025-02-28 14:17:00
2025-02-14 14:18:00,2025-02-14 14:18:00,0.8066482535424743,0.808881,197.56989407953023,197.89,2.704561022199597,2.73412,2701.1854229945966,2702.83,96788.36397928509,96789.3,2025-02-28 14:18:00
2025-02-14 14:19:00,2025-02-14 14:19:00,0.807083119720686,0.808679,197.48980661689947,197.97,2.705174146901833,2.7342,2701.593358683837,2702.83,96787.84211333413,96789.3,2025-02-28 14:19:00
2025-02-14 14:20:00,2025-02-14 14:20:00,0.8077397001558949,0.808679,197.45206930650298,197.98,2.7027870387960475,2.73202,2701.726395998146,2702.82,96780.79301779588,96789.3,2025-02-28 14:20:00
2025-02-14 14:21:00,2025-02-14 14:21:00,0.8078780924268165,0.805584,197.45825918953037,197.59,2.6865730533287686,2.72712,2701.9832246774818,2700.0,96771.96923222039,96700.0,2025-02-28 14:21:00
2025-02-14 14:22:00,2025-02-14 14:22:00,0.805213557024535,0.806054,197.18670701091267,197.57,2.691486868747594,2.73423,2699.1338234146183,2697.87,96739.35403126247,96700.0,2025-02-28 14:22:00
2025-02-14 14:23:00,2025-02-14 14:23:00,0.8050213045382518,0.806582,197.04416317696752,197.59,2.7015701630973563,2.73874,2697.634196790646,2698.9,96725.20655317737,96687.9,2025-02-28 14:23:00
2025-02-14 14:24:00,2025-02-14 14:24:00,0.8059323502161954,0.805669,197.10009113478336,197.46,2.712483912188798,2.73644,2697.6958039185024,2698.9,96707.98366512574,96667.1,2025-02-28 14:24:00
2025-02-14 14:25:00,2025-02-14 14:25:00,0.8047914371581364,0.806233,196.97279772954167,197.46,2.707688739323148,2.73581,2697.324989433373,2698.9,96703.68055154826,96667.1,2025-02-28 14:25:00
2025-02-14 14:26:00,2025-02-14 14:26:00,0.8049022180023259,0.805452,196.94207186493398,197.38,2.7056991079715296,2.73397,2696.7200674680375,2698.0,96687.62957143152,96632.5,2025-02-28 14:26:00
2025-02-14 14:27:00,2025-02-14 14:27:00,0.804419089695531,0.803755,197.07487935470934,197.34,2.699031776990356,2.73435,2696.766508315937,2698.36,96684.86470936665,96646.3,2025-02-28 14:27:00
2025-02-14 14:28:00,2025-02-14 14:28:00,0.8040228690969274,0.803744,196.98291518754803,197.1,2.7111718713319313,2.73233,2697.5072450650914,2698.02,96683.76058100545,96610.1,2025-02-28 14:28:00
2025-02-14 14:29:00,2025-02-14 14:29:00,0.8041723579865298,0.80375,196.76801184922473,197.06,2.7073036985436745,2.72896,2697.983979011761,2698.01,96677.00883716976,96610.0,2025-02-28 14:29:00
2025-02-14 14:30:00,2025-02-14 14:30:00,0.8039353557375549,0.80306,196.8468113714154,197.05,2.709814620076121,2.72436,2697.993751051085,2696.3,96674.8228589702,96639.8,2025-02-28 14:30:00
2025-02-14 14:31:00,2025-02-14 14:31:00,0.8029341801227525,0.802606,196.5988225547756,197.16,2.7001663979415933,2.7254,2696.8303883893805,2698.9,96679.1508346637,96662.1,2025-02-28 14:31:00
2025-02-14 14:32:00,2025-02-14 14:32:00,0.8027510320274904,0.803992,196.61742813508963,197.58,2.7047499675461273,2.72687,2698.245923297488,2702.85,96680.60346987267,96779.1,2025-02-28 14:32:00
2025-02-14 14:33:00,2025-02-14 14:33:00,0.8024496891778549,0.805718,196.6603383775398,197.78,2.705919893247102,2.73143,2699.3231502682947,2703.37,96713.75849275422,96789.2,2025-02-28 14:33:00
2025-02-14 14:34:00,2025-02-14 14:34:00,0.8033542248504646,0.805718,196.70638697031623,197.68,2.7209105142643466,2.72969,2699.2939110489383,2703.61,96711.56496251302,96747.8,2025-02-28 14:34:00
2025-02-14 14:35:00,2025-02-14 14:35:00,0.8033869885759387,0.806095,196.85745342540721,197.96,2.7197803980592408,2.734,2700.78632152664,2705.84,96723.84980902339,96923.3,2025-02-28 14:35:00
2025-02-14 14:36:00,2025-02-14 14:36:00,0.8035954936782777,0.80706,197.00288343555326,198.15,2.726004370967667,2.73996,2699.9044074244175,2708.4,96787.2147175382,97000.0,2025-02-28 14:36:00
2025-02-14 14:37:00,2025-02-14 14:37:00,0.8043566916992017,0.807107,197.15307202752697,198.4,2.727313737730553,2.74047,2700.4433715748974,2707.64,96828.2737096818,97000.0,2025-02-28 14:37:00
2025-02-14 14:38:00,2025-02-14 14:38:00,0.8043981357057602,0.808107,197.42857518498008,198.73,2.7304142298937055,2.74632,2700.9152742182273,2709.01,96865.55545379988,97096.0,2025-02-28 14:38:00
2025-02-14 14:39:00,2025-02-14 14:39:00,0.8045809784583065,0.810143,197.547089910493,199.13,2.750096582345478,2.74236,2702.5175545773213,2713.87,96916.60895447893,97200.0,2025-02-28 14:39:00
2025-02-14 14:40:00,2025-02-14 14:40:00,0.8050575285405336,0.809513,197.79692712195666,198.63,2.7409084337672174,2.73757,2706.1909111855184,2708.83,96970.21921872813,97096.0,2025-02-28 14:40:00
2025-02-14 14:41:00,2025-02-14 14:41:00,0.8053337552052073,0.808194,197.5129308895126,198.51,2.726308795960514,2.73424,2703.387186220867,2706.09,96948.27386017641,97048.0,2025-02-28 14:41:00
2025-02-14 14:42:00,2025-02-14 14:42:00,0.8046121904016872,0.808612,197.5502810166077,198.58,2.717143937878211,2.73721,2701.7481587989982,2707.07,96925.75332422192,97140.6,2025-02-28 14:42:00
2025-02-14 14:43:00,2025-02-14 14:43:00,0.8051769436383726,0.810285,197.77439547189098,198.89,2.7206732483271283,2.73855,2701.6543421195647,2709.81,96976.13887662881,97149.3,2025-02-28 14:43:00
2025-02-14 14:44:00,2025-02-14 14:44:00,0.8065568282620884,0.809255,198.02131710666603,198.73,2.723545953689072,2.73376,2704.0239052703714,2707.99,96983.71227265777,97149.3,2025-02-28 14:44:00
2025-02-14 14:45:00,2025-02-14 14:45:00,0.8066037802526118,0.809255,198.115688739197,198.73,2.7193354106102325,2.73749,2704.545650539414,2707.99,96993.48351154116,97149.3,2025-02-28 14:45:00
